サブスク,ペットボ,バックラ,ハッキリ,コンピュー,バタフラ,コントロ,フルメタ,スラスタ,フルスイ,スカウト,ボクサー,コンクー,キリムシ,クラスタ,サンプル,スクラン,スーパー,テクノロ,ノコギリ,パラメー,キロメー,ブカメラ,ダッフル,フルスラ,サンキュー,コンパク,トップス
1,1,2,3,13,1,13,1,6,1,1,1,2,1,1,2,4,3,5,1,1,1,2,2,1,1,1,1
