ペットボ,スーパー,コンプリ,サバゲー
['\u3000傷口を確認しながらペットボトルに入った500ｍｌの天然水を傷口に濡らして、綺麗にしながら痛そうに呻いている彼女に話し掛ける。\n'],"['\u3000近くのスーパーに行っても良いとは思うが、ああいう場所は異形どもがよく集まる場所であるし、コミュニティを築いた奴らが資材漁りに何度も通うような所でもある。\n', '（明日になったら、まずはこの子に一言言って、それから上の人達に出て行くって言おう。引っ越すって言ってたけど…まだ大丈夫ですよね？ それから…駄目だ、眠くて考えが纏まらない、もう寝よう…それにしても本当に綺麗で柔らかそう、―――昔見たスーパーの豚肉みたい）\n']",['「さあっ、ミッションコンプリートってね！！」\n'],['\u3000ついこの前まで、中学生であった者が着る様なものでないそれは、サバゲーの時に使うような偽物ではない。\n']
