ペットボ,コンピュー,ワイトボ,スクラン,フルオー,スクトッ,オートク,ダッフル,フルスラ,コンバッ,サーメー,クストッ,コンドー,メタクッ
3,4,1,2,5,1,2,2,11,1,2,1,1,2
