ペットボ,タタタッ,ハッキリ,サバゲー,ワーコン,ゲホゴホ,コントロ,グジウダ,モジャモジ,トップク,ブルドー,フルスイ,スカウト,タッフカ,スタワー,カップル,ヨロシク,スーパー,ガラクタ,スクリュー,サーチラ,サーモグ,プリクラ,ブラジャー,コンパク,サンドバ,タッフル,トッパー,ムズアップ,ドタバタ
5,1,4,1,1,1,5,1,4,2,16,1,4,2,2,2,2,1,2,2,1,2,1,3,1,1,3,1,2,1
