はっきり,しなこと,けたこと,ずっとこ,べたこと,しながら,ついてく,もだから,からおい,ことだっ,だったか,すっきり
['\u3000けれども、その光はまるでおれを導くかのようにはっきりと視界に映っていた。'],['\u3000時計をみると……おかしなことに２時間前に戻っている。'],['\u3000けれども、一度も問いかけたことはない。'],['「……大好きだったあの人と別れてから、ずっとここで」'],['「こんなうまい大根、食べたことない！！」'],['\u3000着物の袖で指先を保護しながら、湯気が立ちのぼるとっくりをおれの前に差し出してきた。'],['\u3000と言いながらおれに抱きついてくる彼女は、あのすきー場の一件のあとに出会った女性だった。'],['\u3000でもだからこそ、やっぱり不思議だった。'],['\u3000きっちんからおいしそうな匂いが漂ってくる。'],['\u3000彼女の両親や親族はいないとのことだったけど、おれの両親も彼女を気にいってくれて何の障害もなく順調に籍を入れることができた。'],['\u3000あの猛吹雪がうそだったかのような快晴。'],['\u3000甘くてこくがあって、後味もすっきりで。']
