ペットボ,ドシガシ,コントロ,カップラ,プリゲー,サングラ,ガチヘタ,ペラグラ,カップル,ブラコン,サンプル,スーパー,ノコギリ,ガチャガチ,サンドバ,カタブツ,チョココロ,タッフル,コンサー,ドタバタ
1,1,1,1,1,6,1,3,2,2,2,12,1,1,5,1,1,1,2,2
