すっかり,がびくっ,うとすい,すること,だったっ,びかけた,うじゃうじ,うること,だったた,うとしな,ちらから,がぶらん,がらぐしゃ,するぷりん,もたつい,ぼくさー,たらから,ぐちゃぐち,にこちら,もろくに,くらいじ,はっきり,しながら,いらしく,かっぷら,たっどた,するなよ,こともや,かったっ,てかふら,ことから,かりしな,からぺっ,がぼとぼ,からぱら,ぶつかり,よろしく,からもそ,くにばっ,もそうと,もこちら,にこのび,もそうだ,しばかり,がたくさ,ばりつい,うしたら,しなかっ,めちゃうよ,ざわつい,ぶつかっ,せこちら,がりふら,からすい,からこそ,すらしな,とこちら,すーぱー,わいとぼ,おいてく,わなかっ,がっちり,もじゃもじ,ずったか,げたから,ひたすら,うととー,さんぷる,いそうだ,はたくさ,がらこち,びくつか,うとする,すらけっ,がしたか,さんのた,たらしく,がりにこ,どたばた,こそぎと,しこちら,もりすく,からふる,かったら,さんから,ふさわし,するから,ごとぶつ,わたしと,ばっくに,けたこと,からぷり,わないが,だったか,だったら,ぺっとぼ,くっきり,ことすら,たかくら,するがや,からさっ,からばっ,からずっ,からすー,もわかり,ふらつい,ざわめき,くつもり,うだしね,じたばた,するくら,ばたつか,めたさや,かってく,からすた,ばさばし,ぎりだっ,とっぷく,ゆさから,かさばり,あはぐら,とっくに,くらいが,かららん,ふっくら,うろつい,かったか,がぶつか
1,1,1,4,2,2,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,25,1,2,2,1,2,3,1,1,1,1,1,1,2,4,1,1,1,5,1,9,1,1,1,1,7,1,1,3,1,1,1,1,1,2,17,2,1,3,1,1,1,1,1,1,1,1,1,1,1,13,1,2,2,5,1,1,1,1,1,1,9,4,1,2,2,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,1,1,1,1,1,1,1,1,1,1,4,1,12,1
