ペットボ,ハッキリ,タップリ,コントロ,フルメタ,ブルドー,サングラ,ガッチリ,バリボリ,ハッピー,ボクサー,スーパー,ノコギリ,オートロ,カラフル,グチャグチ,グジャグジ,カチャカチ,フットボ,メージト,ブラジャー,サンキュー,ゴキブリ,ランドキ,トッパー,ドサクサ,ズッキー
7,5,2,5,1,7,4,1,1,3,1,24,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
