ペットボ,ホログラ,コンピュー,コントロ,ブルコン,ドバグチョ,サングラ,ガッチリ,ノコスー,フルスイ,カップル,ゲームク,キーボー,ブラコン,ヒーカッ,クッキー,ランクス,コンスタ,キューコン,スーパー,サンプリ,ゲーサー,クスゲー,テクノロ,ミリオタ,サーチラ,サンドボ,パラメー,ブラボー,ブカメラ,クスカリ,モロコシ,トロピカ,トロベリ,サンドバ,コロジー,ムズアップ,ジーサバ,ブリザー,ヘッドシ
7,19,1,12,1,1,4,1,1,1,1,1,2,3,1,2,2,1,18,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,3
