サンフラ,ペットボ,ハッキリ,コンピュー,ズルフラ,オロギー,オイチビ,チューゴク,コントロ,ノーサー,ズタボロ,ドーザー,トログリ,スラスタ,ランペッ,ガラスカ,スッキリ,サーラン,ザーコン,ブチコン,キーボー,ブースタ,ケッコン,グリゴリ,ワイトボ,キューコン,サンプル,プラキャッ,スクラン,ヘッドク,ドームカ,ガラクタ,ザードシ,スクリュー,ノコギリ,サーチラ,サブコン,サーモグ,バックス,ブラボー,サックダ,カラフル,ランドシ,ランサー,ウジメソ,カチャカチ,フットボ,ノタウロ,ワイパー,コンバッ,ガチャガチ,アップドー,ハラワタ,コンドー,トーモロ,ゴキブリ,コンパク,カサコソ,ランデブ,コンプリ,ツカウシ,メキシコ,バックド,ムズアップ,ドタバタ
1,1,12,41,1,2,1,1,54,5,1,6,2,4,3,3,1,1,29,1,2,9,2,4,7,2,3,1,1,1,7,3,1,1,3,4,25,6,1,21,1,3,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,3,2,3
