もわかっ,すっかり,すること,ちらから,とくすく,すっごく,うようだ,くったっ,かったじ,にこちら,はっきり,うだから,しながら,すっきり,にやたら,にたくさ,くださっ,からだっ,げたかっ,かったた,ほっぺた,ずかしく,ぶつかり,くってく,よろしく,ちらこち,くにらん,がたくさ,あはかつ,うしたら,ころから,しなかっ,ころだっ,するとこ,らんどー,からこそ,とこちら,くださら,ばらくす,しとめら,がつけら,げたこと,わなかっ,しなくちゃ,ぬくもり,ぐってか,のめかす,がささや,しくつか,きりだっ,こともわ,まろうと,がりする,うとする,からそろ,たらめちゃ,しなとこ,かったら,ふさわし,けたこと,わないが,だったか,だったら,こそうと,べりがつ,めちゃくちゃ,からずっ,だらしな,ふらつい,くつもり,するくら,もわから,かってく,めたから,もたくさ,こともご,ぶつけた,ゆさぶら,ちりぱち,たためた,うところ,びかから,たらよろ,かったか,つかわし
6,1,10,1,1,1,1,4,1,3,4,1,14,2,1,1,1,2,2,1,2,1,1,1,8,1,1,3,1,4,2,3,1,2,1,6,1,2,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,6,1,1,1,4,1,1,1,8,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,6,1
