バックド,ヤイタッ,スーパー,コンピュー
['\u3000その一部にはウィルスが仕込まれたり、バックドアを仕掛けられ情報を抜き取られたり、仮想通貨のマイニングに使われるなんて事もしょっちゅうあるが、誰も気にせず新しいアプリや便利そうな無料サービスなどに欲望を煽られ飛びついていく。\n'],['\u3000その発言に世界中の熱狂的ユーザーは大喜びだった、特に日本の動画配信サイトなどは生放送をしていたこともあり、多くのネット掲示板やツブヤイタッター等では祭りと呼ばれるような状況が起こっていた。\n'],['\u3000もし誰かがこの意図に気付いて彼のデータが保存されているスーパーコンピューターを破壊してしまえば、これは起こらなかった未来なのかもしれない。\n'],['\u3000もし誰かがこの意図に気付いて彼のデータが保存されているスーパーコンピューターを破壊してしまえば、これは起こらなかった未来なのかもしれない。\n']
