サンフラ,サンニコ,ラングス,ハッキリ,コンピュー,コントロ,トップク,ブルオー,ガッチリ,ボクサー,カップル,ブースタ,バッチリ,クラスタ,ワイドシ,スクラン,ミリオタ,テラスッ,ボーブリ,バックタ,コウモリ,ブラボー,ガッハッ,ノープラ,コンバッ,サンキュー,トコピー,グスポッ,ホッパー,コンプリ,ガクブル,ダッチロ
1,9,10,4,4,3,3,3,1,1,4,1,1,2,2,57,1,1,1,1,2,24,1,1,6,4,1,1,1,1,1,1
