スクワー,ジタバタ,ズタボロ,ブルタッ,ガッチリ,ヘッドロ,キーボー,ワイトボ,カッチリ,ワイドシ,サンプル,ランクイ,ピードロ,ゴキブリ,コンパク,ポップス
1,2,1,4,1,1,1,3,1,2,4,1,1,1,2,1
