ピークイ,ハッキリ,クラウト,フルコン,バタフラ,ジタバタ,コントロ,ペリグー,スッカラ,カッパー,ウジャウジ,スッキリ,スカウト,キーパー,カッテラ,カップル,ドーラン,キーボー,シャッフル,バッチリ,ヒーカッ,ワーバラ,クッキー,ランコン,コンスタ,サンプル,オースル,パラメー,ウロチョロ,コウモリ,カリカチ,カチコチ,ガッカリ,モロコシ,フワモコ,ガチャガチ,トロベリ,ボーイソ,ザーワー,ホッパー,トッパー,ノータッ,ドサクサ,ポッカリ,ドタバタ
1,1,2,1,1,1,8,1,1,1,1,1,3,2,1,1,6,1,1,4,1,1,3,1,30,1,1,1,1,1,1,6,1,3,1,3,19,1,2,2,1,1,5,1,4
