バタバタ,パチパチ,ガリガリ,ヨタヨタ,ガタガタ,パクパク,ビクビク,ボロボロ,ヨロヨロ
['\u3000感染者が全員活動限界迎えても、バタバタと別の要因で死人が出るであろうことは想像に難くない。\n'],['\u3000少女は廊下の電気スイッチをパチパチと入れたり切ったりして確かめる。\n'],['\u3000ブレーキペダルを底まで踏み込み、ABSが作動するガリガリと言う振動と、前へと投げ出そうとする慣性力が二人を包む。\n'],['\u3000燃えているオートバイの近くを2～3体がヨタヨタと歩いているのが見えるが、焼身自殺をする気はないのか火の中に飛び込む気配はない。\n'],['「さすがにベッドの中で呻いてガタガタ震えだすのは大丈夫とは言わんぞ、マジで」\n'],['\u3000莉緒は首を振ると、「そんな」とでも言うかのように口をパクパク動かす。\n'],['\u3000首をかしげる莉緒に、真中は下ネタ的な意味と勘違いされたのではないかとビクビクして訂正を入れる。\n'],['\u3000血を辿っていくと右手側に見えるコンビニの駐車場にボロボロになっている警察官の遺体があった。\n'],"['\u3000ヨロヨロと車から離れて行く感染者達に莉緒はシートを抱くように脱力すると共に、声がするほうを見た。\n', '\u3000ヨロヨロと向きを変えて真中を追尾し始めたが、目は悪いようで真中の姿が見えなくなると、コンビニの駐車場の方へと戻っていった。\n', '\u3000ヨロヨロと車から離れて向かってくる一団に真中は覚悟を決めた。\n']"
