ボクサー,ムカツイ,トップク
['\u3000素人がヘビー級ボクサーのフックをまともに食らった挙動と同様に顔が真横に吹き飛んだが、足元はぴくりとも動いていなかった。\n'],"['「……ごめん……ごめんなさい……翔子ちゃん……アタシ、アタシ…………浩一が好きで、でも告る勇気も無くて……でも翔子ちゃんと浩一がエッチしてるって聞いて目茶苦茶ムカツイて……翔子ちゃんが断らないからって手を出す浩一にもムカツイて…………だから、だから……ネットで呪いのかけ方調べて……皆、本当にごめん……全部アタシが悪いの……」\n', '「……ごめん……ごめんなさい……翔子ちゃん……アタシ、アタシ…………浩一が好きで、でも告る勇気も無くて……でも翔子ちゃんと浩一がエッチしてるって聞いて目茶苦茶ムカツイて……翔子ちゃんが断らないからって手を出す浩一にもムカツイて…………だから、だから……ネットで呪いのかけ方調べて……皆、本当にごめん……全部アタシが悪いの……」\n']",['「トップクラスの魔法少女か、もしくは専用のチームが結成される」\n']
