ごそごそぼそぼそ,わいわいきゃぴきゃぴ,ひそひそごそごそ,わいわいがやがや,ぎらぎらてかてか,つやつやふわふわ,つるつるぴかぴか,きらきらぴかぴか,わくわくてかてか,ごろごろだらだら
1,1,1,2,1,1,1,3,1,1
