すること,からひー,ちらから,よろしく,ころだっ,がってく,からぶつ,うとする,ぽっかり,すくめた,かったら,だったか,ことすら,からひら,かってく,かったか
1,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1
