辛い
['\u3000一度は決意したが、やはり実際に目の当たりにすると辛いのだろう。尊敬する人に裏切られ俯く少年を見て、放っておけない気持ちになるのは人として仕方のないことだろう。俺は自分にそう言い訳して、このときばかりはこの少年を護ると即決する。\n']
