ハッキリ,ガッカリ
['\u3000そんなことを思いつつ、しかし、ヘンリーの嬉しそうな表情を見ているとハッキリ言うこともできず、複雑な気分を抱えていたのだが―――。\n'],"['\u3000それを聞いて、ミランダはガッカリしてしまった。\n', '\u3000何のことかわからず目を見張っていると、イアンはガッカリしたように肩を落とし、呆れているような視線を向けてきた。\n', '\u3000想像した結婚生活とは違っていて、そのことにガッカリしていたのだろうか。\n', '「この先どこかで会うことがあっても、知らない振りをすればいい。もし声をかけられたら初めて会ったみたいな態度を取って、あいつをガッカリさせてやればいいのよ」\n']"
