カリプス,ペットボ,クスフル,クッテク,ズルフラ,コントロ,ワイドボ,ミリパラ,ランボー,クサデブ,グダグタ,フルスイ,スカウト,キーパー,キーボー,プルモダ,ヨロシク,ランクス,ワイトボ,スーパー,フルオー,プリンクラ,ヒップラ,バックス,スクトッ,グチャグチ,コンバッ,プルタブ,コンパク,ボリクッ,コンサー,ランドク,バックド
2,14,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,50,3,1,1,1,1,1,2,2,1,1,1,1,1
