ペットボ,カップラ,フルスイ,ハッピー,ワーアップ,ドキワク,ホッゴホ,スーパー,バックス,グチャグチ,ガサゴソ,ガチャガチ,プルタブ,サンドバ
3,1,5,4,1,1,1,2,1,1,2,1,4,1
