きらきら,けらけら,おずおず,ほいほい,にこにこ,にやにや,そろそろ,ころころ
"['\u3000幼き頃、目をきらきらさせながら、そう教えてくれた彼女のことなど、もう忘れてしまった。\n', '\u3000あのきらきらした瞳を、もう一度取り戻して欲しい。\n', '\u3000そんなあんねまりーが唯一、きらきらとした瞳で強請ったのは、ぎるばーとの知識だった。\n', '\u3000それらをきらきらとした目で報告してくる様は、幼き頃の自分からみても可愛らしかった。\n', '\u3000何か目新しいものを見つけるたびに、本を読んでいる私の元へかけより、目をきらきらさせながら問いかけてくる。\n']",['\u3000そう苦言を呈した私に対して、彼女はけらけらと楽しそうに笑う。\n'],['\u3000そう、悩みつつ、おずおずと差し出したそれを見て、彼女は、目を輝かせた。\n'],['「あんたほんと急ねー王弟がほいほい街に出ていいわけないでしょ」\n'],['\u3000すごいでしょう、とにこにこ笑って教えてくれる妹は、以前よりも明らかに元気そうだった。\n'],['\u3000にやにやとすぴかに指摘される。\n'],"['「…陛下、うぇすてぃん公爵。我々は、そろそろ退室させていただきたいと思うのですが」\n', '\u3000彼女はそろそろうちの国のおむれつが食べたくなって、はるばるだーる帝国からやって来たらしい。\n', '「ぎるばーと、お前もそろそろ身を固めるべきだろう？」\n']",['\u3000そんな私の様子をみて、まりあはころころと笑った。\n']
