カタコト,ハッキリ,ゴホンゴホ,スッキリ,ハッピー,ブランケッ,ブラドー,バッチリ,フラワー,ゴロンゴロ,クッキー,ベロンベロ,カチコチ,モロコシ,ブルフラ,カタゴト
1,1,2,4,2,1,2,1,5,3,3,2,1,2,1,1
