かりだっ,すること,うとしな,めたとこ,しながら,くださっ,こんとろ,からだっ,かったた,からのこ,もこちら,しなかっ,からこそ,がっちり,からこん,ひらから,うしたっ,ひっきり,ばっちり,からふる,ふさわし,けたこと,さんのし,いじめた,ことすら,すっぽり,からずっ,どしてか,こともご,ぶつけら,しくかっ,つけてか,つかわし
1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
