きゃっきゃっ,ふらふら,にたにた,ぎりぎり,ちかちか,にこにこ,そろそろ,ついつい,するする,こそこそ,ぱくぱく
"['\u3000息子の様子を見守るが『きゃっきゃっ』と笑い声を発している。\n', '\u3000息子のりおねるは女中頭に預ける。りおねるは笑いながら女中頭の胸に顔を埋める。そして、きゃっきゃっと楽しそうな声。私もこのままここにいたい。\n']",['\u3000限界に達したくろえは、ふらふらになりながら、壁の花になって楽しくお喋りしている友人達のもとへ向かう。\n'],"['\u3000ぱめらがにたにた笑顔で言う。\n', '\u3000にこにこ笑顔というよりにたにた笑顔で話しかけてきたのは、子供の頃からの親友、えーめ伯爵家の嫡男と結婚したぱめら。\n']",['\u3000１８歳で出会って婚約。１９歳で結婚。ぎりぎり間に合う。\n'],['\u3000余りにも眩しすぎて目がちかちかするので、目を逸らす。\n'],"['\u3000にこにこ顔のあな側妃。部屋に入ってきた国王。そして、続いて王妃、第一側妃、第一側妃の息子である第二王子あなとーる。\n', '\u3000にこにこ笑顔というよりにたにた笑顔で話しかけてきたのは、子供の頃からの親友、えーめ伯爵家の嫡男と結婚したぱめら。\n']",['❮❮あの泥棒猫と遊ぶのはもうそろそろ止めて私の元に帰ってきて。\n'],['\u3000部屋で一人でいるとついつい独り言を言っていまう。\n'],['「断っていいよ。王都周辺の貴族は子供が病気でも、ほっぽらかして社交に参加するするのが常識だし、そもそも乳母に任せっきりで、子供が病気かも知らないのが普通。\n'],['\u3000そのままだんすふろあにくろえを誘う。ふろあに向かいながら、少し気になるので振り返る。友人達が手を振っている。手を小さく振り返す。残された紳士の皆さま方は大移動。貴婦人の皆様も移動しながら何かをこそこそ話している。\n'],"['\u3000口を開く。閉じる。開く。閉じる。ぱくぱくするその姿はまるで魚のようだ。\n', '\u3000言葉が出なくなる。口はぱくぱく動いているが言葉がでない。\n']"
