ことがた,たらとっ,くっつい,ばっかり,はっきり,からだっ,からかっ,しくとっ,てかわい,どきする,ころから,うとする,がしたか,しくにこ,するから,だったか,うしてか,からずっ,たっぷり,かったか
1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,3,2,3,1,1
