ハッキリ,メージト,サンプル,ヘッドシ,キロメー
"['「おう。どうやらこの創造はイメージが大事らしい。創造するものをどれだけハッキリイメージできるかで魔力消費量が決まるらしいんだよ。だから俺はここ最近何度も創造をしたからイメージをよりハッキリ持てるようになったんだよ。」\n', '「おう。どうやらこの創造はイメージが大事らしい。創造するものをどれだけハッキリイメージできるかで魔力消費量が決まるらしいんだよ。だから俺はここ最近何度も創造をしたからイメージをよりハッキリ持てるようになったんだよ。」\n', '俊は目を瞑り、イメージをハッキリともつ。\n']",['俊の特筆すべき点は創造の力だ。どんなものでもイメージさえ出来れば魔力で生み出すことができる。そのためまず俊はイメージトレーニングも行う。\n'],"['俊はマンションで助けた中に偶然いた研究員2人にゾンビについて研究させている。研究所をつくり、サンプルとしてゾンビを捕獲するチームもつくった。薬品類や道具類は最初に研究員たちに言われたとおりに俊が創造しておいた。\n', '「えぇ研究所では結構な薬品もありますし、サンプルとしてゾンビもいます。一般の人が入って何かあったらあれなんで、待合室、診察室、処置室くらいでお願いします。」\n']",['外に出るとそこには頭が無いゾンビや、丸焦げのゾンビ、銃でヘッドショットを食らったようなゾンビがあちこちに転がっていた。\n'],['直後ゾンビたちの真上に綺麗な形の石材が現れた。ただし大きさを表すのにキロメートルが必要だが。\n']
