すっかり,こそぎり,すること,ころもた,くすがし,びかけた,くようだ,ことだっ,だったた,うとしな,もそちら,けたとこ,びかけら,わたしな,ちらから,ころうと,めたぎり,がつけた,らんくに,くらいじ,からよろ,めたとこ,はっきり,うだから,しながら,たったら,がみつい,くださっ,こんとろ,ばらくだ,ことしば,からだっ,ことさら,かりする,もこうし,げたかっ,ことから,かったた,こうから,ぱらから,さってく,もこちら,さっぱり,つけてく,もそうだ,けたつい,がつくに,とこうし,しなかっ,けたかっ,ころだっ,するとこ,からぎり,からこそ,がつけら,おいてく,あはぎり,わなかっ,いそうだ,いそうね,さくほっ,つけたか,うとぎり,ことくら,うとする,たらしく,ぎたくら,するぎり,しくする,ばっちり,じたこと,がさつー,しこちら,かったら,するから,けたこと,わないが,だったか,だったら,するたっ,こそうと,しなこと,ぶつから,しなめら,めたこと,ずっとこ,がりのた,からずっ,わしてく,くつもり,もりだっ,けたぎり,かってく,もそうね,たっぷり,がしばら,ぱりぎり,からつい,てかつか,くすだっ,ことだら,うところ,からしば,かすこと,くどころ,かったか
3,1,26,1,1,2,1,15,1,1,1,2,2,1,2,1,2,1,1,1,1,2,7,2,7,1,1,4,1,1,1,3,1,1,1,1,2,5,1,1,1,1,1,4,1,1,2,3,4,1,3,1,4,5,1,2,1,9,1,1,1,1,1,1,21,1,1,2,1,1,4,1,1,2,4,1,1,10,1,1,1,1,1,1,1,2,1,2,1,2,2,4,2,1,1,1,1,1,1,2,1,3,2,1,1,16
