すっかり,すること,うしばら,ことだっ,けたとこ,しくてか,はたじろ,ちらから,いがする,かったじ,くっつい,うろする,からよろ,はっきり,うだから,しながら,べたがっ,こしてく,からぐら,とってか,もそうし,ぴりどき,ごくおい,べたこと,こんとろ,こんがり,からこう,かったっ,からだっ,もこうし,がみこん,くだから,さんがぷ,こちうろ,よろしく,かぽかす,こうする,もこちら,どきする,さっぱり,どしばら,もそうだ,がたくさ,なようだ,けっこん,うしたら,じみだっ,もそのた,しなかっ,しげにた,ぱくつい,くすがや,くすさん,ころだっ,かりのこ,もそうは,するとこ,どきしな,からこそ,とってく,くすから,がたかっ,くすもそ,たどきり,ことがり,わなかっ,めりあは,つらかっ,くよかっ,さんこそ,ひたすら,おいしく,しばだっ,いそうだ,ばらくさ,たらふら,くつくら,からどた,かきつい,くっつけ,うとする,らんぷり,がしたか,からぶら,かすごく,しくする,もそこそ,ちらこそ,かったら,ごとひっ,ふさわし,するから,わたしね,くすもや,からべり,だったか,だったら,めたすー,くっきー,すごいが,ひそめた,だくさん,くすはき,もぐらん,うるさく,だったぶ,こちから,もりだっ,もたげた,さんもご,すーぷっ,かってく,たかだっ,からぱた,どしてく,たっぷり,ついこん,からこち,たらこん,すっから,ぶつけた,ついてく,さんのこ,わくする,うところ,ふっくら,がたごと,どかけら,かったか
10,23,1,2,1,1,1,3,1,2,1,1,5,2,4,16,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,2,2,1,8,1,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1,9,1,1,1,1,11,85,1,1,1,1,1,1,7,1,1,1,1,1,1,10,1,1,1,1,1,3,4,5,1,1,5,2,1,1,7,8,1,16,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,6,1,2,1,2,1,3
