タッフル,ガタンガタ,ガラクタ
"['\u3000すると、スタッフルーム室入口の目の前、暗くて良くも見えないが、長机の下部辺り、男達の死角から叫び声が聞こえる。\n', '\u3000そして、調理室の其の奥、更なる闇討ちを狙う猛者達の集まり、スタッフルームへと姿を消していった。\n', '\u3000ロビー内の人間は手始めと言わんばかりに殺しきった。勿論、彼、普通で普遍の何の取り柄も無い15歳の少年は見ていた。 残りの彼等がトイレやカウンター裏の調理室やスタッフルームに逃げ込んだのを。\n', '\u3000彼がスタッフルームに入った其の瞬間、右手の負傷の件もあり、数の暴力により、実は安易に簡単に捕らえられてしまった。 そして四肢を押さえられ、首を延長コードの様なもので巻かれ、絞められる。 彼の周りには2、30人の人の数……。\n', '\u3000……其の1発以降、スタッフルームから銃声が鳴り響く事は無かった。\n', '\u3000ロビーに居た人々の半分以上は眼光は開いているが、焦点の合っていない、左手に拳銃、右手に今さっき取り出したであろうナイフを持った怪物に恐れをなし、スタッフルームや、調理室、トイレなどに逃げ隠れを始めていた。\n']",['\u3000ガタンガタンと扉を揺らすも、其れはうんともすんとも言わなかった。\n'],['\u3000一言で言えば、其の辺の思想は十人十色で人それぞれだ。 此処で語られている『人徳』は、俗に言う、一般論だか言う理論と実に密接な関係に有り、言うまでもなく、そんなガラクタは普通で普遍の此の世界の本質、15歳の英雄には全く意味を成さない。\n']
