もわかっ,すること,だったっ,てかたぶ,ことだっ,がらこう,ぱりこう,へとぼと,くらいじ,はっきり,しながら,ひっぱた,くださっ,かったっ,からかっ,ことから,よろしく,さっぱり,つけてく,もそうだ,さんだっ,しなかっ,ざわつい,ころだっ,からこそ,こんだっ,くださら,わなかっ,ひたすら,うしたっ,いそうだ,わなくちゃ,がらさっ,こうだっ,うとする,てくすく,だったじ,たらしく,がらもり,すいから,くらぼろ,かったら,さんから,ふさわし,くらいそ,のしこり,わないが,だったか,だったら,ぶりにこ,にやめちゃ,うとへら,ずっとこ,からずっ,もわから,かってく,いじけた,さんがみ,もそうね,さんもり,からこち,からつい,ちらつか,うところ,かったか
2,2,1,1,1,1,1,1,1,1,11,1,2,1,1,1,1,1,1,2,3,5,1,1,1,1,1,2,2,1,1,2,1,1,8,1,1,2,1,1,1,6,2,1,1,1,1,9,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4
