ハッキリ,ジタバタ,コントロ,ズタボロ,トップク,キーワー,ゴミムシ,ブクソク,カリトー,ワーアップ,キーボー,スーパー,ガラクタ,ゴミカス,クスクラ,コウモリ,ドッキドキ,バクドキ,ボーイソ,ゴキブリ,サンドバ
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4
