ワクワク,パチパチ,ヒーヒー,ムズムズ,ゲラゲラ,ヒソヒソ,プルプル,ムチムチ,ギラギラ,ガヤガヤ
"['\u3000小学生の頃以来である人工芝を見ると、ワクワクした気分になっていた。\n', '\u3000緊張と、ワクワクの気分で持ち物を確認している。\n']","['\u3000パチパチパチ！！\n', '\u3000パチパチパチ\n']",['\u3000ヒーヒー言ってる奴もいるし、逆にプルプル震えて我慢している人もいる。\n'],['「いえ、なんか異様に鼻がムズムズして、口の方に回ってきたんです。」\n'],['\u3000小学生のクラスメートがゲラゲラと大声で笑いながら走り去って行く。\n'],['\u3000ヒソヒソ声で先輩に尋ねてみる。\n'],['\u3000ヒーヒー言ってる奴もいるし、逆にプルプル震えて我慢している人もいる。\n'],['\u3000斜めの位置でボールをもらえるようにポジションを移動し、ムチムチおじさんからのパスに\n'],['\u3000三石・・・。と呟いて、女性の方々がギラギラしていることに・・・。\n'],['\u3000迎えた、テスト発表朝一でみんなホールに集まって、ガヤガヤ騒いでいた。\n']
