ペットボ,ギョウザ,ハッキリ,ガッチリ,ブラウザ,ワイザー,オートロ,カリカチ,ブカメラ,ガチャガチ,ビカメラ,サンキュー,ケットボ,トーサン
7,1,7,1,1,1,1,1,2,1,1,2,1,3
