キャーキャー,ニコニコ
['\u3000晃宏は女の子にキャーキャー言われたいがためだけにバンドをやっているようなヤツで、練習もほとんど来ないくせに、一番目立つメインボーカルをやりたいと言って聞かなかった。'],['\u3000先ほどまではちゃんと聴いていなくとも、ニコニコと俺の曲を受け止めていたのに……']
