クーサン,トップク,スカウト,ハッピー,カップル,ランブル,オークー,ワーバラ,クッキー,サンプル,メチャクチャ,ガッカリ,ブストー,ノータッ
9,4,1,1,3,2,14,1,89,5,1,1,1,1
