ペットボ,コントロ,ボクスカ,サングラ,スッキリ,パースカ,ハッピー,チョコパフ,カップル,ピークタ,ワーバラ,クッキー,スーパー,ブラチラ,トロモダ,ランコロン,カラフル,ダッフル,ランサー,プリクラ,ノープラ,ピースタ,ガチャガチ,ブラジャー,タッパー,コンドー,サンキュー,トップス,パーボー,ノータッ,ムズアップ,ドタバタ
3,1,1,2,13,1,5,2,11,2,1,13,5,1,1,1,1,1,1,1,2,2,1,2,1,6,1,1,1,1,3,2
