ホカホカ,ケタケタ,フラフラ,コツコツ,カラカラ
['\u3000ホカホカとした肉まんを見つめるその両目が鬱陶しくて仕方なく肉まんを半分に割った。鼻腔をくすぐる肉の匂いに頬が緩む。'],['\u3000ケタケタと腹を抱えて笑う彼女を見ながら俺は一緒になって笑えなかった。'],['\u3000フラフラと揺られながら、細い足が踊った。'],['\u3000コツコツと硬いヒールがコンクリートを打つ。'],['\u3000銀色のタイヤがカラカラと回り、橙の夕日を反射させていた。']
