カチンカチ,ハッキリ,ブラウザ,ジタバタ,ポッカリ,カチコチ
['\u3000途端に、舌が忙しなく踊り、カチンカチンカロンカチン、と高い音を響かせた。\n'],['胸の刺繍によって文官と武官、品位がハッキリとわかるようになるのは明代になってからのようですが、官服として圓領袍衫を身に着けだしたのは北魏あたりからです\n'],"['苦手な方はブラウザバックでお願いいたします\n', '苦手な方は、ブラウザバックでお願い致します・・\n', '苦手な方はブラウザバックなさって下さい\n', '苦手な方はブラウザバックでお願いいたします\n', '苦手な方はブラウザバックなさって下さい\n', '苦手な方はブラウザーバックでお願い致します\n', '苦手な方はブラウザバックなさって下さい\n', '苦手な方はブラウザーバックでお願いします・・\n', '苦手なお方はブラウザーバックでお願いいたします\n', '苦手な方はブラウザバックでお願いいたします\n', '苦手な方はブラウザーBackでお願い致します\n', '苦手な方はブラウザバックをお願い致します……\n']",['\u3000慌てる伐に、構わず戰は抱きつく。頭一つ分背が高く、胸板など倍はあろうかという体躯の戰に伸し掛られ、伐は仰け反りながらジタバタともがく。が、戰は一向に構わない。子供が玩具を抱きしめるように、身体を竦めている伐を離さない。\n'],['\u3000ポッカリと開いた堤の周辺には、既に芒が穂を伸ばしかけている。\n'],['\u3000カチコチに固まりながら、少年がぎくしゃくした動きで薔姫の傍に寄り、２～３人分たっぷり座れる隙間を開けて、腰を下ろした。\n']
