辛い
"['\u3000中を切れば大外へ。外を注意すれば中を縦横無尽にぼーるを横断され大虐殺された夏の塩辛い思い出だ。\n', '「まじ辛いっすよ。足ぱんぱんすからね？」\n', '\u3000じゃ、じゃあ、あの別れ際のらぶらぶっぷりは何よ？\u3000離れるのが辛いおーら出しまくって。同級生の男子部員一人『もう辞めるぅ』とか泣き出して面倒くさかったんだけど？」\n', '（うわぁ。切れ味なさすぎだろ！\u3000親父ぎゃぐなのも辛い所だが、｜小岩《でぃーぷ》なりに頑張った所も見て取れるぶん切なさが半端無い。\n']"
