からぱー,ごろがつ,すっかり,すること,ぐすたじ,くすぐっ,ことだっ,くさかっ,うとげー,ついじろ,ばっかり,びゅーする,はっきり,しながら,けたから,くすする,こともや,ぽっぷす,らんもじ,こうから,たっふが,じろぎし,さんぱら,こんさー,さんがぷ,さんもや,よろしく,からずき,がたのし,まじかっ,さっそく,がみいら,こうする,もそうだ,わないら,つけたら,ころから,とーくす,がさめた,かりのめ,けたかっ,しとこう,ざわつい,ぱーくだ,かすぱー,ころだっ,みしくにゃ,すーぱー,とこわい,ぼりだっ,けっこう,そろわな,ほったら,わなかっ,からくら,しないが,からぎた,いじめら,いそうだ,ずらしく,わなくちゃ,ころぼそ,さんのび,もそもこ,ちかごろ,むしてく,まろうと,するとぼ,うとする,さんがや,からゆる,さんがぶ,かすごく,もそのこ,げたいが,のめじゃー,さんもこ,すかうと,かったら,にこのた,さんから,するから,さんがし,じゃーだっ,ばっくに,わないが,だったか,するぎた,だったら,こそうと,あっぷする,たらくら,わいどし,うるさく,からずっ,だらしな,からめき,もりだっ,ごしてか,かってく,めたから,さんがみ,がちけっ,いらする,とっぷく,きらいじ,めたばっ,からのめ,ついてく,さんがび,さんのこ,じところ,きーぼー,しくかっ,わくする,さんがら,みしかっ,たっふか,かったか
1,1,6,22,3,1,1,1,1,1,2,4,1,7,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3,1,1,2,1,1,5,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,5,1,4,4,1,1,1,2,7,1,6,1,2,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,8
