わなわな,ぶるぶる
['\u3000じょじょに目を見開き、わなわなと震える皇帝の姿に私は口角を上げる。'],['\u3000皇帝はぶるぶると震える手をおーく材の扉の方に向けるが、老人の弱いかすれ声が外に届くことはない。']
