ハッキリ,フルコン,キログラ,ジタバタ,コントロ,ザークラ,キーワー,ガッチリ,スッキリ,パースカ,ハッピー,カップル,スクドー,クスサン,シャッフル,バッチリ,マジカッ,ヨロシク,コントー,サンプル,スーパー,クタイジ,ノープラ,ガサゴソ,サッパリ,ブルメー,ブラジャー,トロベリ,サンキュー,ランドー,トップス,バックド,クッキリ,ムズアップ,スーツカ
38,2,1,7,7,1,1,2,3,4,1,5,2,1,2,8,1,3,2,1,2,1,1,1,3,1,1,1,1,4,1,1,1,5,1
