スッパリ,ペットボ,ハッキリ,マザコン,スクワー,ヒーメー,サブシナ,コントロ,ズタボロ,トップク,サングラ,ガッチリ,スッキリ,スカウト,サクラン,ハッピー,パクムシャ,ワーアップ,キーボー,バッチリ,ノーサン,ワクドキ,クッキー,ワイトボ,スーパー,カチコチ,グータラ,グチャグチ,ガタブル,ガッカリ,ズルゲー,サッパリ,モロコシ,ブルメー,ピースタ,サンキュー,トッパー,ポッキリ,ノータッ,ビシバシ,ドサクサ,ムズアップ,ドタバタ
2,1,11,3,1,2,1,1,3,1,3,2,2,5,1,2,1,1,3,6,1,1,17,1,14,1,1,1,1,2,2,13,1,3,2,2,18,1,2,1,1,4,1
