すっかり,がびくっ,すること,どろすっ,じゃーから,かっさら,くすぐっ,ことだっ,だったた,うとしな,ねとわた,どばかり,いがする,すっごく,かったじ,はらすか,はっきり,しながら,いらしく,がみつい,ぶつくさ,がくすく,がみこん,たっふが,こともた,ずかしく,くさがり,わーくに,よろしく,べたから,ついてか,つけてく,もそうだ,くさがっ,がたくさ,ことぐら,わいがや,むらへと,さんだっ,どろすか,しなかっ,ざわつい,ころだっ,すってく,からこそ,こんだっ,すーぱー,くいめー,わいてく,ばらくす,くすたっ,わなかっ,もじゃもじ,ことはた,さんきら,いそうだ,にやとこ,さんのび,きりだっ,うとする,ひやしな,ぽっかり,ばらくちゃ,うだとぼ,さんたっ,ばっちり,すかうと,かったら,さんから,するから,めーじと,けたこと,わないが,だったか,ぺっとぼ,くっきー,もだから,わいどし,いじめた,めたこと,ずっとこ,とったら,かっぷる,ぶること,からする,かってく,けちだっ,ぱったら,かすなよ,からとっ,どたどし,ちょろかっ,じたとこ,らんくい,がしばら,さーから,がらしな,うところ,ずること,ぐつもり,かすこと,きゃーわー,こそぱっ,たっふか,かったか,ぶらどー
2,1,15,1,2,1,2,2,1,2,4,1,1,2,1,1,5,11,1,2,1,1,1,2,1,2,3,1,6,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,2,3,1,1,1,2,1,1,1,2,1,1,1,6,1,1,1,1,1,1,5,3,1,3,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1
