ブルブル,ワナワナ
['\u3000皇帝はブルブルと震える手をオーク材の扉の方に向けるが、老人の弱いかすれ声が外に届くことはない。'],['\u3000じょじょに目を見開き、ワナワナと震える皇帝の姿に私は口角を上げる。']
