コントロ,トップク,スカウト,ヒーカッ,スーパー,ワークラ,カラパカ,カチコチ,フットボ,ガサゴソ,ボチャスー,ビシバシ,ラングラ
5,2,1,1,1,1,1,1,10,2,1,1,1
