ペットボ,ツータッ,ホログラ,バックラ,ハッキリ,バタフラ,コントロ,ランヘッ,ズタボロ,トップク,ブルタッ,マジバッ,ランペッ,ガッチリ,タッチラ,スッキリ,カップス,スカウト,プルハッ,キーパー,カップル,ツートッ,コンクー,キーボー,ノーコン,バッチリ,クラブチ,クッキー,グスクー,ワイトボ,ワイドシ,スーパー,スカパー,トップリ,サラツヤ,バックス,ヘッドキ,フットボ,コンドー,サンキュー,コンパク,トップス,メープル,コンサー,ビシバシ,ウルワー,ポッカリ
3,1,1,12,3,1,10,1,2,3,1,1,15,2,4,2,2,5,1,113,1,1,45,11,1,3,2,1,2,2,2,8,2,3,1,11,1,1,1,2,7,1,2,2,2,2,2
