ペットボ,ツータッ,バックラ,ブラモロ,バタフラ,コントロ,トップク,ジーボー,フルスイ,スカウト,カップル,サックス,クラブチ,ワイトボ,スーパー,ブラチラ,バックス,タックラ,ケットボ,ノータッ
1,2,1,2,1,3,3,1,2,1,2,2,1,3,11,2,2,6,5,1
