ガタブル,スカウト,クッキー
"['ただ私は気が小さいので素で怖いです。ガタガタブルブル。\n', 'とても嬉しいのですが正直怖いです。ガタガタブルブル。\n']",['有用な人材をスカウトしようとしたらリリアだった。\n'],"['\u3000さくらの視線の先は、リリアが持っている菓子だ。給金としてもらった大銀貨で買ってきた、クッキー。初めてもらったお給料は、このクッキーになった。\n', '\u3000さくらの視線の先は、リリアが持っている菓子だ。給金としてもらった大銀貨で買ってきた、クッキー。初めてもらったお給料は、このクッキーになった。\n', '\u3000伯爵がそう言いながら、紅茶とクッキーを一口ずつ口に入れる。リリアは紅茶を口にして、小さく頷いた。\n', '\u3000伯爵の表情が凍り付いた。リリアが横目でさくらを睨むが、しかし素知らぬ顔でクッキーを食べている。小さくため息をついて、リリアは伯爵に言った。\n', '「クッキー？」\n', '\u3000ティナに促されて、リリアはクッキーを一枚手に取った。それを口に入れて、かみ始める。\n', '\u3000ティナもクッキーを一枚食べて、満足そうに頷いた。\n', '\u3000そう言って、王子がクリスへと目配せする。クリスは頷くと、テーブルに置かれた菓子を口に入れ、続いて紅茶を飲んだ。それを見てから、リリアも早速とばかりに菓子に手を伸ばす。一口サイズのクッキーで、口に入れるとほんのりとした甘さが広がった。\n', '\u3000頷きながら、隣のティナを見る。ティナもクッキーを口に入れ、目を見開いていた。すぐに次の一枚を口に入れ、幸せそうに頬を緩めた。\n', '\u3000しばらくは無言の時間が流れる。リリアとクリスはクッキーを食べながら視線を交わし、しかし何も言わずに見守ることにした。\n', '「リリア様。奥様よりクッキーを頂いておりますが、お出しなさいますか？」\n', '「さくら。クッキーは食べる？\u3000もうすぐ昼食だけれど」\n']"
