ペットボ,プススタ,ヒーメー,ジーゴロ,ノーゲー,コントロ,ウトラン,サングラ,ガッチリ,フルスイ,スカウト,ノーヒッ,キロオー,バッチリ,ヒーカッ,バックネ,カットボ,スクラン,バックス,コウソク,ビカメラ,トーブリ,コンパク,ノーラン,トッパー,ムズアップ
2,1,1,1,2,3,1,4,1,1,4,2,1,3,1,3,6,3,6,1,3,1,1,2,3,2
