バタバタ,バチバチ,ノコノコ,ギラギラ
['\u3000つい先程まで肩を並べて戦っていた戦友が、バタバタと倒れていった。\n'],['\u3000二人の視線が交わる空中で、バチバチと火花が散っているようだった。\n'],['\u3000夜会だと誘われノコノコと出席したところで、近衛兵に引っ立てられた。\n'],['\u3000フィリップのギラギラとした目が、遥か遠く、オールアンの本陣をねめつける。\n']
