ペットボ,ランバッ,サーカス,コンピュー,コントロ,スッカラ,カステラ,スラケッ,カップラ,クラサク,ゲロゲー,ブルドー,コロンブス,サンギョ,キーワー,ホットコ,ガタムシ,サングラ,カリフラ,ランペッ,スッキリ,スカウト,サクラン,キーパー,ハッピー,ノーボー,ボクサー,カップル,ツートッ,ソロジー,トロダク,コンクー,キーボー,バッチリ,フラワー,ヒーカッ,クッキー,ランクス,コンスタ,ワイトボ,ムシャクシャ,スーパー,カツクー,ガラクタ,ワイトク,ランプリ,クスジュー,ランゲー,カチンカチ,オードブ,ジャーキー,コウモリ,プルトッ,ブラボー,カラフル,コンダク,ランサー,チョコクッ,ガッハッ,ブストー,ムズスク,トロピカ,プスピー,ブラジャー,トロベリ,コンドー,ゴキブリ,コンパク,サンドバ,コロジー,ブーツカ,サンブル,タッフル,ピリオド,コンサー,バックド,ムズアップ,ドタバタ,ズッキー,スイメー,メソポタ
13,1,1,1,5,2,1,1,2,1,3,1,1,1,7,2,1,5,1,2,12,25,3,1,19,2,3,34,1,1,1,10,17,4,1,2,4,3,3,1,2,83,1,2,2,47,44,2,1,2,1,1,1,3,12,1,1,1,3,3,1,1,1,8,2,1,2,4,1,1,1,1,3,1,4,2,1,2,2,1,1
