うとする,おいてく,すること,しながら,ずかしく,どさくさ,だったか,しばかり
['私を買い続けた男は、死にかけのべっどの上でも私を買おうとする。男は私に『こんな』仕事とは一度も言った事はなかった。'],['「明日、俺はお前を買う。お前は、宿屋から出る支度をしておいてくれ」'],['すぐに私を抱かないのか…少し残念な気分で、私は何もすることがない部屋を見渡す。物が何もない簡素な部屋。かろうじてべっどが一つあった。といれと台所は共同の部屋。私は窓を開け、掃除を始めた。男に明日も買ってもらえるように。'],['次の日には大量の子供用品を買って男は家に帰ってきた。こんなには使わないと言えば、男は私を優しく世話しながら'],['帰ってきた男は、掃除がされた部屋を見ると少し驚き「ありがとう」と言った。掃除をしただけでお礼を言われるとは思ってなかった私は、恥ずかしくなって「いえ…」と小声で答える事しか出来なかった。そのまま二人でべっどに傾れこむと、いつもの様に肌を合わせる。'],['国の戦争が終わったとはいえ、国内はまだまだ荒れていた。戦争が終わった直後のどさくさに紛れ、近くの町まで行けたあの時とは違い、女で一人の遠出はとても危険が伴うものとなっていた。旅先の用心棒として、一人の男を雇った。'],['そんな生活だったから、私が娼婦になるのは必然だったのかも知れない。私が１０歳になる頃。父や母に借金のかたに売られた時も、兄弟達は当たり前のように私を見送っていた。'],['処女を捨てた時と、避妊の為、苦い薬を飲まないといけないのは辛かったが、私が働いていた娼館は少しばかり敷居が高かったこともあり、娼婦への扱いも悪くなかった。綺麗な服を着る事も出来たし、部屋も一人一部屋使う事ができる。食事だって、毎日困る事がない。']
