カッチリ,サッパリ
['\u3000本に印刷してある文字のようなカッチリキッチリとした字はおそらくミーランの文字だろう。\n'],"['\u3000けれどやはり彼が何を考えているのかはサッパリ見えてこない。その代わりに彼の瞳にはもう怯えはなかった。\n', '\u3000私には相変わらずミーランが何を考えているかサッパリ読めない。けれどどうやら賭け事に慣れているアレックス様にはわかるようだった。\n']"
