ガチコン,コントロ,サーラン,スーパー,コンチク,カッチカ,コンピュー
['「村松先生、ガチコンと一発かまして下さいよー」\n'],['「将棋の勝敗は勿論じゃが、あっ君は男じゃ、それに私の孫じゃ、注目も集まるじゃろう。それも含めて自分を常にコントロールしていかねばならない。出来るかの？」\n'],['嫌いなアナウンサーランクで加藤優子アナウンサーが2位に10倍の差をつけるぶっちぎりの１位を獲得したのだった。\n'],['「男の子ってだけでもそうなのに、ましてイケメンで桐島竜玉の孫でしょ？待ちに待ったスーパースターの登場よ。将棋ファン以外も食いつくし、これまでに無い、将棋の一大ブームが来る予感よ」\n'],['私も見たいぜ、コンチクショー。\n'],['「カッチカチだったね」\n'],['あゆむが前にいた世界でプロが対局中にコンピューターによるカンニングを疑われた戦法だ。\n']
