ひっぱっ,かりだっ,すること,でぶつか,くようだ,ことだっ,がしたた,はたじろ,ちらから,すらおい,がしてく,はたいそ,ぎらつい,しながら,ころぶよ,ことから,こうから,げたみし,びかかっ,とろうと,ことごと,ころから,しなかっ,かすかっ,ぶつかっ,ぱりすか,からふら,からこそ,もこうは,わなかっ,からさー,こしてか,うとする,かったら,じたおー,けたこと,だったら,するくら,もりだっ,かってく,ふさがっ,からこち,ぶつけた,ぶつけら,するおー,がぶつか
1,1,9,1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,8,1,1,1,1,1,2,1,1,2,1,1,1,1
