ポッキリ,メチャクチャ,バッサバッ,ヘッドロ,カチンコチ,ギョロギョ,カチャカチ,ガチンガチ
['\u3000しかし、ポッキリと折れた心まではそうも行かない。少なくとも、態度は捨て鉢なことこの上なかった。\n'],['「ウルヴァーンはそんなに魅力的だったか？\u3000確かに忠誠心は尋常じゃねぇし、ケンカもメチャクチャ強いけど」\n'],['\u3000その台詞で、コロリと機嫌が良くなるのが自覚できた。思わず三角耳もペタンと垂れて、尻尾はバッサバッサと振れてしまう。\n'],"['\u3000柔らかな感触で包むと同時に、ヘッドロックの要領で俺の頭をギリギリと締めつけ痛たたた！\n', '\u3000再度のヘッドロックは怖いので、一応フォローを入れておくか。\n']",['\u3000わたしはカチンコチンに緊張していました。\n'],"['\u3000そう言ってから、俺は白濁した左目をギョロギョロと動かす。\n', '\u3000白濁した左目は意識してギョロギョロと動かす。\n']",['\u3000同時に、何かしらの器具をいじっているような、カチャカチャという金属質な響きも聞こえる。\n'],['\u3000機嫌が悪かったこともあり、ガチンガチンと牙を鳴らしつつ眼光でこの女を射抜いてやる。\n']
