ぶらぶら,わくわく,めきめき
['\u3000傷心の彼女はちーむめいとと別れて一人で会場をぶらぶらしている。すると男子の部の決勝が始まるあなうんすが会場に流れた。彼女はあてもないためそれを見ることにする。\n'],['\u3000例えば、蒼太は冒険小説や推理小説などわくわくする物語を選ぶことが多かった。\n'],['\u3000そんな彼は小学校では毎日のように剣道場に通って真面目に努力を積み重ねてめきめきと頭角を現し、道場でも同学年や一つ上の学年が相手でも敵がいなくなっていた。\n']
