コントロ
"['美穗はパワーで茜はコントロール。\n', '「相手の佐藤選手はパワーファイターだった。\u3000一つ一つの球が速くてスマッシュなんかは多分ものすごく速いんだと思う。\u3000それでいてコントロールがものすごく正確だった。」\n']"
