すること,だったっ,がたいが,ことだっ,とぼやい,しげだっ,しくぼー,めたさっ,からのろ,からよろ,めたとこ,はっきり,しながら,ぶりすら,がみつい,べたこと,こんとろ,ことから,かったた,こそしな,よろしく,すらする,つけてく,ことごと,からぼー,もためら,さくがっ,ばっくす,ぱきつい,からこそ,がったか,げーさっ,ぎりのた,わなかっ,がっちり,ぶーめら,あっぷはき,はたくさ,ずくほか,がってく,すかうと,ぱりすご,だったか,だったら,めたころ,からのさ,さんくさ,とったら,けたぐら,めちゃくちゃ,すったら,ざわめき,からする,わいがっ,からすた,すくする,うとかす,とっぷく,からつい,さんのこ,うところ,たためそ,かったか,がぶつか
12,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,6,2,1,1,3,1,1,2,2,1,1,3,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,2,1
