ペットボ,ハッキリ,カップラ,ホットコ,ポッポコ,ランボワ,ガッチリ,スッキリ,ボクサー,カップル,キーボー,バッチリ,スーパー,スクトッ,パーカッ,サンドバ,トップス
1,2,1,1,1,4,1,1,3,2,2,1,4,3,2,1,1
